,precision,recall,f1-score,support
0,0.9991803278688525,0.8418189103811021,0.9137444517431668,358.75
1,0.017369507886749264,0.75,0.033830935920309245,1.25
macro avg,0.5082749178778009,0.795909455190551,0.473787693831738,360.0
weighted avg,0.9957838836719326,0.8416666666666667,0.9107100496900279,360.0
